PERSON_ID,alpha_AST,alpha_BLK,alpha_STL,alpha_TOV,alpha_OREB,alpha_DREB,alpha_FG2%,alpha_FG3%,alpha_FT%,alpha_FG2A,alpha_FG3A,alpha_FTA,beta_AST,beta_BLK,beta_STL,beta_TOV,beta_OREB,beta_DREB,beta_FG2%,beta_FG3%,beta_FT%,beta_FG2A,beta_FG3A,beta_FTA
202325,8.872568,3.368964,4.346994,6.256871,4.80861,18.172678,13.913537,6.569919,6.31011,30.765584,18.648285,7.858764,160.814539,160.814662,160.815424,160.815037,160.814595,160.814644,16.852354,12.078403,1.548697,160.814547,160.814496,160.814613
203999,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
2592,8.465189,4.196803,3.985737,4.054435,2.490035,18.313378,3.684872,20.995475,10.639523,9.560579,57.34115,13.115594,227.476366,227.476366,227.476369,227.476367,227.476366,227.476366,5.875708,36.345675,2.476071,227.476366,227.476365,227.476366
203093,7.26213,11.316055,3.810405,7.253584,15.360727,28.757447,29.304749,2.625255,11.221538,52.290898,7.62443,18.408573,177.368762,177.52556,178.496204,178.004177,177.440939,177.502735,23.376213,5.046448,7.24238,177.379133,177.313971,177.463256
1626145,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
201599,3.46134,10.338448,4.547757,6.170533,22.115362,46.423106,21.172327,0.053267,10.427458,29.771938,0.213087,26.183819,158.441394,158.441395,158.4414,158.441398,158.441395,158.441395,8.599613,0.15982,15.756361,158.441394,158.441394,158.441395
202709,21.897059,2.039037,5.504774,7.878273,5.204273,16.973237,22.208363,1.919843,12.408705,42.694483,5.398061,16.661106,169.13634,169.221917,169.751674,169.483136,169.175732,169.209459,20.699009,3.504019,4.282606,169.142,169.106436,169.187912
2549,8.382432,6.806943,2.245927,13.472211,17.402985,40.45732,34.997066,0.0,9.035594,67.970255,0.06793,12.649456,169.754441,169.754441,169.754441,169.754441,169.754441,169.754441,32.973189,0.06793,3.613862,169.754441,169.754441,169.754441
1626163,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
202683,4.248353,2.265013,2.684304,10.953022,20.622329,29.616085,34.897966,1.122989,13.639067,66.40028,3.161601,17.50603,161.362639,161.365416,161.382609,161.373894,161.363917,161.365012,31.509224,2.039449,3.867943,161.362823,161.361668,161.364313
203508,14.555688,0.794422,8.596244,11.107594,6.38053,17.624739,20.463842,5.983279,12.46138,27.506809,19.935169,13.810355,197.328654,203.452089,241.35871,222.143543,200.147396,202.560719,22.276143,15.798058,3.510364,197.733684,195.188902,201.018938
201619,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
203527,12.553249,3.561733,4.18378,5.253445,2.190398,18.739189,9.134367,6.179744,11.270762,24.584662,18.312032,13.494568,168.630593,168.95868,170.989672,169.960146,168.781618,168.910921,16.266471,12.231204,2.339611,168.652294,168.515948,168.828314
203077,7.852375,4.009675,3.283765,6.596715,11.424737,31.278471,22.956807,0.012537,15.349046,49.233658,0.092477,22.098057,165.612997,165.629488,165.731577,165.679827,165.620588,165.627087,26.317876,0.084912,6.754832,165.614087,165.607234,165.622935
202688,25.970929,0.815744,6.951814,14.821761,2.286017,16.899922,20.064643,9.73231,15.575315,45.316606,25.252491,17.945416,161.760899,161.761382,161.764373,161.762857,161.761121,161.761312,25.253165,15.520327,2.370271,161.760931,161.76073,161.76119
2594,14.001907,2.707971,4.514825,8.050699,1.021999,21.004102,6.830121,15.475195,6.93012,14.256704,34.479758,7.704675,188.926655,188.926655,188.926655,188.926655,188.926655,188.926655,7.426583,19.004563,0.774555,188.926655,188.926655,188.926655
201585,4.628824,7.990934,3.667422,8.556898,15.656693,37.468071,23.352519,3.7e-05,6.919446,46.008382,0.001176,10.712666,168.717586,168.717947,168.720181,168.719049,168.717752,168.717894,22.656761,0.001247,3.793347,168.71761,168.71746,168.717804
203897,21.911119,0.867909,4.741571,15.736932,2.261143,15.211196,20.501319,4.679145,12.431322,40.69582,13.282579,14.229764,152.082583,153.941279,165.447381,159.614846,152.938179,153.670714,24.81835,9.163816,2.454506,152.205525,151.433087,153.202725
203087,13.243217,2.090371,6.455648,8.099544,2.672439,27.633485,20.739283,11.295128,13.313246,42.310409,32.723277,14.915656,189.540644,190.084426,193.450664,191.744291,189.790958,190.005269,22.923885,21.592096,1.794349,189.576612,189.350627,189.868354
201171,4.128343,2.428782,2.366653,8.317388,14.88771,26.706973,28.646693,0.006453,18.167595,55.429409,0.022548,22.163105,182.073535,182.073537,182.073551,182.073544,182.073536,182.073537,26.782721,0.016096,3.99551,182.073535,182.073534,182.073536
203499,19.984344,0.773868,8.274346,7.804298,2.64568,12.741634,13.982684,3.170433,5.519154,28.025806,10.308495,6.981396,162.719715,163.298855,166.883973,165.066648,162.986305,163.214551,15.48384,7.312668,1.666661,162.758022,162.517342,163.068733
203530,8.644079,6.239119,8.047894,16.335302,16.254632,31.801242,36.434007,3.070835,15.213843,45.190707,10.012499,17.953583,164.971022,178.332589,261.046266,219.118047,171.121623,176.387586,41.996065,10.970071,7.455974,165.854813,160.302002,173.023362
201951,42.661937,0.545881,5.577771,11.204245,2.522303,11.49873,19.909696,4.229428,16.185346,43.006527,12.348458,22.024341,159.039398,159.039401,159.03942,159.039411,159.0394,159.039401,23.096838,8.119031,5.838995,159.039399,159.039397,159.0394
201584,10.231301,0.908528,5.127459,5.355309,1.490585,10.829283,13.767419,6.105813,7.575202,28.874377,15.272728,8.788941,160.341827,160.341827,160.341829,160.341828,160.341827,160.341827,15.106959,9.166915,1.213739,160.341827,160.341826,160.341827
101135,15.866735,4.610295,5.705903,9.906576,15.549819,34.609547,32.486853,2e-06,13.948443,62.952507,0.345189,20.668035,176.611653,176.611653,176.611653,176.611653,176.611653,176.611653,30.465654,0.345187,6.719592,176.611653,176.611653,176.611653
203458,3.420257,11.158697,3.780383,8.665145,15.708025,33.554932,20.239079,0.198664,8.402412,38.077936,0.365973,11.70611,165.9111,166.882997,172.899446,169.84966,166.358484,166.741521,20.256631,0.460329,3.646748,165.975386,165.571484,166.496813
202695,12.704216,3.849374,11.637485,7.656529,6.750262,29.849868,25.7956,5.378619,15.553487,49.376645,15.316284,19.40138,162.014746,162.015844,162.022641,162.019195,162.015251,162.015684,23.583776,9.937997,3.848281,162.014818,162.014362,162.015407
203086,7.312197,3.203853,2.444695,8.515141,10.807879,43.998619,18.474861,8.344374,7.233024,32.355311,20.291328,8.067426,187.868936,188.087607,189.441269,188.755087,187.969595,188.055776,14.424433,12.012882,0.911586,187.8834,187.792525,188.000718
202720,9.718534,2.34857,4.235889,7.995621,11.510476,35.184408,26.835884,2.294752,8.76037,56.024501,7.540502,13.432457,188.904214,189.118314,190.443682,189.771842,189.002769,189.087148,29.72123,5.310299,4.747658,188.918376,188.8294,189.033242
203081,27.23603,1.135904,5.146778,11.909258,2.607306,17.54435,21.111064,10.635001,18.629022,42.430729,30.816368,21.544979,158.080438,158.083366,158.101492,158.092304,158.081785,158.082939,21.326949,20.18225,2.91699,158.080631,158.079414,158.082202
202391,28.484384,2.678206,6.877566,14.130659,2.248713,14.30415,17.981323,5.604918,18.057355,40.250376,15.223817,22.667582,162.698186,162.698831,162.702817,162.700796,162.698483,162.698737,22.270654,9.619093,4.610454,162.698229,162.697961,162.698575
2733,30.533701,3.309927,5.766346,11.298571,4.939626,18.795615,25.181035,0.007986,7.938288,48.268903,2.25433,10.861473,187.618441,187.618441,187.618441,187.618441,187.618441,187.618441,23.087869,2.246344,2.923185,187.618441,187.618441,187.618441
1626172,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
201572,3.996789,9.804689,3.295039,8.172179,16.342311,24.590221,39.44994,0.071293,18.235897,75.885231,0.734404,22.443639,164.096427,164.096432,164.096462,164.096447,164.096429,164.096431,36.435303,0.663112,4.207743,164.096427,164.096425,164.09643
201577,5.445647,8.475086,1.609849,7.170717,19.204322,20.744935,23.447687,1e-06,10.082523,43.595581,0.096837,12.989451,164.591721,164.591729,164.59178,164.591754,164.591724,164.591728,20.147915,0.096839,2.906931,164.591721,164.591718,164.591726
201567,15.079271,4.431112,3.222733,9.890729,13.190123,41.430589,20.490948,12.15939,20.041905,46.302931,31.923682,24.171709,194.490616,194.490616,194.490619,194.490617,194.490616,194.490616,25.811984,19.764292,4.129804,194.490616,194.490615,194.490616
200768,31.309632,0.859972,7.168041,11.385359,3.644588,17.950209,19.362114,8.818394,16.673396,42.353885,25.911769,20.635654,159.816832,159.816832,159.816832,159.816832,159.816832,159.816832,22.99177,17.093375,3.962257,159.816832,159.816832,159.816832
1626168,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
202714,33.422499,0.400115,6.447012,10.723176,1.857168,15.648077,16.91927,8.459501,5.781861,36.178492,26.570882,7.103495,180.73153,180.761115,180.94426,180.851422,180.745148,180.756808,19.332821,18.1203,1.332076,180.733486,180.721191,180.749359
101133,4.747175,7.275676,4.649004,8.809994,15.653914,35.603555,17.044159,0.00016,5.682536,31.343236,0.019716,15.971166,172.299788,172.301343,172.310972,172.306091,172.300504,172.301117,14.302946,0.020025,10.289179,172.299891,172.299245,172.300725
203906,13.83101,2.169218,10.921971,11.382082,4.820466,23.097268,29.689052,4.611346,9.960136,20.696351,17.001494,14.151672,168.982397,185.924096,290.80029,237.637715,176.781005,183.457944,33.152905,17.497937,10.17145,170.102992,163.062347,179.192301
1626246,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
203088,48.540584,0.174948,9.43611,18.266559,1.280875,14.531703,13.985934,9.127737,3.664367,28.773109,23.278884,4.617885,209.458171,209.631525,210.70466,210.160679,209.537969,209.60629,15.218426,14.203412,1.014708,209.469637,209.397594,209.562642
1626185,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
2755,11.27383,0.167493,4.365457,9.652645,2.475572,15.590986,24.802332,9.641267,22.111939,55.978902,24.570238,25.070169,168.553431,168.553431,168.553431,168.553431,168.553431,168.553431,31.17657,14.928971,2.95823,168.553431,168.553431,168.553431
202083,11.117277,0.800594,6.025333,6.461329,3.025159,14.607336,13.158334,13.648275,9.111058,24.807729,35.080463,11.980448,161.73845,161.738452,161.738462,161.738457,161.738451,161.738452,11.649399,21.432188,2.86939,161.73845,161.73845,161.738451
201564,18.726892,1.732744,5.367454,12.368444,2.909325,15.007873,18.973115,9.659762,11.022319,41.045635,26.924035,13.286209,164.826786,164.826786,164.826787,164.826787,164.826786,164.826786,22.07252,17.264273,2.26389,164.826786,164.826786,164.826786
201601,8.80053,1.831624,6.757914,8.321403,7.212299,20.569403,15.982066,4.918219,8.165722,36.549368,16.063567,13.737063,163.733569,163.733571,163.733583,163.733577,163.73357,163.733571,20.567307,11.145349,5.571341,163.73357,163.733569,163.733571
203949,4.271207,10.022443,12.217947,14.859034,16.716516,28.182193,55.366745,2.425142,24.877789,50.836916,1.688749,30.717997,167.448806,191.054241,337.181737,263.108549,178.314868,187.618068,54.193048,6.380459,14.172221,169.010169,159.200204,181.674606
203492,21.85215,1.328917,5.212158,9.714601,5.796725,14.596124,20.176678,3.992561,6.692178,41.980142,12.700204,9.624853,166.187402,166.601637,169.165925,167.866067,166.378083,166.541338,22.833951,8.832532,3.078887,166.214801,166.042653,166.43704
203468,11.282455,1.379517,7.607073,9.424822,2.579955,14.153052,19.678929,10.047573,9.404444,39.912428,25.380454,13.07855,174.40388,175.545848,182.615104,179.031642,174.929551,175.379615,23.074354,15.677176,4.077186,174.479414,174.004835,175.092086
204456,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
1626191,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
203909,8.234058,7.873885,5.5674,12.401223,7.39651,15.652128,17.779018,5.036047,12.070708,32.243561,16.816934,15.157206,152.93224,155.549251,171.749638,163.537533,154.136903,155.1683,20.974839,12.569896,4.010224,153.10534,152.017761,154.50938
203926,3.889282,0.950992,4.804677,11.218982,3.628456,24.305107,30.855836,8.253201,9.876703,36.249334,22.073079,10.801566,178.436743,189.536477,258.248466,223.417813,183.546176,187.920722,33.006135,17.16636,4.842737,179.170926,174.558089,185.12599
203956,5.032332,5.264673,6.87153,11.70898,16.922634,36.551194,36.91755,0.750044,10.477667,52.526881,1.14085,13.52103,158.180043,165.480693,210.674764,187.765531,161.540681,164.417959,33.771046,2.591895,5.620274,158.662939,155.628929,162.579775
201580,4.604429,26.328111,3.826035,21.322174,27.17329,45.038707,55.083455,0.061354,20.746017,104.398225,0.062643,32.435279,294.937171,294.937368,294.938591,294.937971,294.937262,294.93734,49.315261,0.001349,11.689331,294.937184,294.937102,294.93729
203463,8.177929,1.139074,4.51661,8.137318,1.949679,12.504788,13.246296,8.228584,7.769495,26.179522,23.083673,9.540324,158.516214,158.607118,159.16985,158.884596,158.558059,158.593885,13.159366,14.882496,1.802915,158.522227,158.484449,158.570997
201177,27.832609,3.091783,8.035142,14.009714,6.606617,29.258129,15.124356,7.484819,6.257397,26.913425,19.197214,9.594845,231.159136,231.159365,231.160784,231.160065,231.159242,231.159332,11.78964,11.712465,3.337529,231.159151,231.159056,231.159274
201975,8.970297,0.642118,6.750583,7.541715,2.431821,11.499637,17.734174,8.633154,16.24707,40.062516,24.366456,18.013444,177.371058,177.371075,177.371185,177.37113,177.371066,177.371073,22.328387,15.733307,1.76638,177.371059,177.371051,177.371068
1626257,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
1626175,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
203114,12.166583,0.776826,8.040303,7.622325,3.265346,19.884643,19.814422,7.356744,8.949529,40.202734,18.076364,10.410105,160.07041,160.098949,160.27562,160.186064,160.083547,160.094795,20.459309,10.728224,1.47065,160.072298,160.060437,160.087609
101139,6.847401,2.328538,5.528301,6.590382,1.725918,17.22657,15.620806,13.741843,11.520276,33.911812,39.387503,14.203981,164.296878,164.296878,164.296879,164.296878,164.296878,164.296878,18.291007,25.645661,2.683705,164.296878,164.296878,164.296878
1889,38.27154,0.897503,4.552065,13.807221,5.024355,15.997395,18.649613,1.062187,8.262618,35.264243,4.54546,10.89109,170.906292,170.906292,170.906292,170.906292,170.906292,170.906292,16.61463,3.483273,2.628472,170.906292,170.906292,170.906292
2034,12.647324,0.967853,3.566348,6.511236,1.496484,22.493991,3.179265,9.137685,1.537699,7.623709,26.020095,1.952758,185.5473,185.5473,185.5473,185.5473,185.5473,185.5473,4.444444,16.882409,0.415059,185.5473,185.5473,185.5473
201988,19.501594,0.562289,6.664531,7.999253,4.629347,12.885294,16.022371,14.439712,7.672693,36.102888,40.802536,9.170157,181.969207,181.98029,182.048903,182.014122,181.974309,181.978677,20.108089,26.366167,1.501377,181.96994,181.965334,181.975886
202407,9.784287,2.763384,10.100316,11.990103,4.82411,20.808798,13.6959,4.939146,10.856784,25.135863,14.884537,14.56461,154.293637,158.125688,181.847685,169.822816,156.057608,157.567868,20.972897,11.100724,5.060425,154.547105,152.954578,156.60302
200794,17.933344,4.648607,8.6787,13.16022,10.357812,35.954508,29.63283,7.126411,20.163616,57.21595,20.376845,26.733866,196.026287,196.026287,196.026287,196.026287,196.026287,196.026287,27.583121,13.250434,6.57025,196.026287,196.026287,196.026287
202703,9.98111,4.977905,6.447945,12.67241,7.854932,38.409728,19.770212,12.175978,25.430439,35.754848,32.470032,30.029976,177.392835,179.52843,192.748649,186.047215,178.375893,179.217557,21.29732,20.937919,5.353337,177.534092,176.646581,178.67985
202328,10.694653,2.581851,5.852344,11.156091,17.122354,35.419801,31.765754,3e-06,18.684115,64.051088,0.004799,25.097692,161.145154,161.145179,161.145334,161.145256,161.145166,161.145175,32.285396,0.004804,6.413586,161.145156,161.145145,161.145169
1626242,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
202734,14.897556,2.26395,7.982748,6.182897,4.620491,16.81442,23.426578,6.829766,5.320612,46.442064,18.863124,8.236443,214.117455,214.146094,214.323381,214.233512,214.130638,214.141925,23.086731,12.041992,2.92594,214.119349,214.107447,214.134714
203961,2.271207,1.022443,6.217947,6.859034,1.716516,7.182193,32.366745,2.425142,8.877789,7.836916,1.688749,3.717997,28.448806,52.054241,198.181737,124.108549,39.314868,48.618068,34.193048,6.380459,3.172221,30.010169,20.200204,42.674606
202694,14.33395,1.297497,5.093205,5.98817,10.920244,29.450627,22.328156,9.874802,10.996187,50.600358,28.699397,15.337983,199.01061,199.024839,199.112926,199.068274,199.01716,199.022768,28.307601,18.828885,4.346819,199.011551,199.005638,199.019185
202693,11.780421,2.496111,6.172722,10.513071,7.002291,24.512767,28.050618,3.467146,11.370495,56.696801,10.889933,14.854742,159.37604,159.376991,159.382877,159.379893,159.376478,159.376852,28.648548,7.423074,3.484582,159.376103,159.375708,159.376613
201627,5.557699,1.023692,4.870763,3.648096,3.619721,13.926085,13.475126,12.55616,7.283205,27.367733,28.907171,8.25297,164.314797,164.314801,164.314828,164.314814,164.314799,164.3148,13.892618,16.351013,0.969767,164.314797,164.314795,164.314799
202700,10.06073,2.779193,4.392342,9.754226,10.89135,23.000277,23.966164,3.93194,8.157788,44.592359,11.027465,13.496195,162.85459,162.93092,163.403432,163.163912,162.889726,162.919809,20.816079,7.118537,5.365349,162.859639,162.827918,162.90059
202389,6.450483,9.797631,2.61135,12.352076,18.092544,33.858739,26.775833,0.171657,13.647139,50.58909,0.593544,19.538396,183.386544,183.390306,183.413593,183.401789,183.388275,183.389758,23.822616,0.423022,5.892585,183.386792,183.385229,183.388811
1626144,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
203498,8.352632,1.392057,4.386524,8.100976,13.200977,18.892333,37.743116,3.945693,21.114228,70.585573,9.959022,28.998747,178.318411,180.430817,193.507493,186.878823,179.290795,180.123321,38.097457,6.650202,8.630135,178.458135,177.580259,179.591451
203488,9.38418,7.959267,6.689203,11.186123,19.401004,29.548239,35.043245,3.188457,11.320452,55.455413,7.536149,11.141568,208.23439,213.145595,243.548006,228.136783,210.495118,212.430686,32.629697,5.828382,1.554625,208.559238,206.518236,211.194125
1626204,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
203894,19.566747,0.742965,6.836974,12.996899,2.768715,15.115709,11.148927,6.719695,7.822158,17.283567,17.705436,8.834023,153.912545,157.404473,179.020967,168.063395,155.519951,156.896164,14.821457,12.038529,2.244411,154.143516,152.692338,156.016954
202390,14.227938,0.129687,3.254743,9.389957,1.955016,16.064046,19.769794,7.611844,16.425891,48.21601,24.149155,18.895918,171.691645,171.692095,171.694878,171.693467,171.691852,171.692029,28.447335,16.537447,2.470186,171.691675,171.691488,171.691916
2749,30.807681,0.681965,5.450239,12.971099,3.75641,13.682943,13.679905,10.590535,3.327539,29.183962,30.67788,4.736699,167.234951,167.234951,167.234951,167.234951,167.234951,167.234951,15.504057,20.087346,1.40916,167.234951,167.234951,167.234951
203526,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
203094,7.915727,4.720503,2.678727,9.729348,7.598296,28.675236,28.677248,5.078556,6.814058,60.777528,16.016202,10.325113,201.818519,201.928927,202.612404,202.265944,201.869342,201.912856,32.374942,10.970933,3.550026,201.825821,201.779938,201.885056
201149,28.610339,5.930454,4.923192,10.814302,19.215502,40.822332,15.483268,0.0,8.70376,34.416648,0.155585,16.118504,178.616096,178.616096,178.616096,178.616096,178.616096,178.616096,18.93338,0.155585,7.414744,178.616096,178.616096,178.616096
203457,8.455509,9.283153,9.036215,9.921616,12.119203,28.051635,21.637824,0.157409,9.663206,42.828013,0.109612,15.169926,151.716712,153.248869,162.733561,157.925696,152.421995,153.025837,25.001712,0.414136,6.047526,151.818055,151.18132,152.640065
203512,3.271207,1.022443,8.217947,8.859034,3.716516,15.182193,33.366745,2.425142,10.877789,14.836916,1.688749,7.717997,50.448806,74.054241,220.181737,146.108549,61.314868,70.618068,40.193048,6.380459,5.172221,52.010169,42.200204,64.674606
200779,11.797732,2.550333,3.124776,5.145356,3.565846,28.649328,4.640079,28.68724,1.92942,12.883707,69.82663,3.515308,299.021777,299.02296,299.030289,299.026574,299.022322,299.022788,8.246573,41.139747,1.586306,299.021855,299.021363,299.02249
1717,10.245871,2.348439,2.847963,5.848591,3.05218,28.949817,27.129944,7.342551,18.072096,55.484769,19.279598,20.456708,160.464185,160.464185,160.464185,160.464185,160.464185,160.464185,28.354825,11.937048,2.384612,160.464185,160.464185,160.464185
203994,7.095639,9.369562,7.902889,12.605299,17.201337,35.72609,27.470599,0.329205,12.607845,52.647545,0.500735,18.423257,153.590336,156.794693,176.631005,166.575821,155.065367,156.328245,33.148378,1.137619,6.946455,153.802285,152.470616,155.52144
203948,7.919674,2.064018,4.610115,13.092754,11.390349,18.157066,30.972635,0.996634,8.579913,52.12476,0.694006,12.623834,160.869372,170.570236,230.622632,200.181595,165.334877,169.15811,45.284814,2.622107,7.468036,161.511028,157.479536,166.715592
203124,12.815265,9.261074,6.626571,12.031522,11.025027,34.703518,24.449607,2.194971,9.521599,45.744264,7.901751,12.536488,180.865505,180.993529,181.786048,181.384314,180.924437,180.974893,21.613139,5.745378,3.060077,180.873973,180.820769,180.942658
1626143,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
203506,18.370801,1.242422,7.477366,12.827698,3.132975,15.673089,23.925819,5.169964,16.190531,51.415976,15.270933,19.802777,158.844604,158.927735,159.442354,159.18149,158.882871,158.915634,27.696963,10.126032,3.641589,158.850102,158.815554,158.894703
203482,12.74116,4.425317,7.208096,11.600423,11.295023,24.842749,22.564848,6.905749,11.017358,41.652932,19.743407,15.748776,166.099921,166.367098,168.021036,167.182642,166.222908,166.328206,19.752736,12.918209,4.825723,166.117594,166.00656,166.260935
1626162,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
2585,16.884829,1.978027,7.431882,12.538928,18.660507,28.466134,22.44569,0.0,12.124833,49.385137,0.273873,15.307797,164.6974,164.6974,164.6974,164.6974,164.6974,164.6974,26.939446,0.273873,3.182964,164.6974,164.6974,164.6974
203123,16.445579,2.64242,6.636548,11.656853,7.67271,16.051921,13.071623,6.298708,4.122699,18.436605,20.293106,4.092587,154.984072,159.432332,186.96892,173.010405,157.031696,158.784812,16.430851,15.335514,1.539991,155.278298,153.429687,157.664813
203953,8.998213,1.224074,7.564623,10.946958,10.511487,19.142722,31.781859,1.305923,11.154022,51.592869,3.595274,14.170324,155.375774,160.173626,189.874337,174.818811,157.584323,159.475217,31.746554,3.735866,4.709801,155.693124,153.699228,158.267196
2225,28.11851,0.207523,3.602602,12.130318,1.255223,9.60678,30.738442,3.066192,11.213709,62.208863,7.235428,14.259334,162.42305,162.42305,162.42305,162.42305,162.42305,162.42305,31.470421,4.169236,3.045626,162.42305,162.42305,162.42305
202718,12.205707,1.417907,5.076434,7.150799,4.66411,19.098199,18.530292,9.569885,10.167894,35.541225,25.190763,14.092976,160.877955,160.87835,160.880797,160.879557,160.878137,160.878293,17.011916,15.620998,3.925221,160.877981,160.877817,160.878193
203934,4.271207,1.022443,6.217947,6.859034,1.716516,7.182193,31.366745,3.425142,10.877789,6.836916,2.688749,5.717997,44.448806,68.054241,214.181737,140.108549,55.314868,64.618068,34.193048,6.380459,3.172221,46.010169,36.200204,58.674606
202335,11.342718,3.331832,4.559194,4.228934,9.684925,22.915346,10.696083,7.693879,4.744257,20.105305,20.752586,6.076864,161.528707,161.528942,161.530396,161.529659,161.528815,161.528907,9.409806,13.058778,1.33269,161.528722,161.528625,161.528848
101108,46.558097,0.804198,8.789065,10.538042,2.88031,17.892256,23.791646,7.59775,16.310888,45.637219,19.144918,18.181383,158.455134,158.455134,158.455134,158.455134,158.455134,158.455134,21.845573,11.547168,1.870495,158.455134,158.455134,158.455134
203940,6.532633,2.028835,5.104848,10.295351,10.064072,24.328379,24.568167,0.693348,7.869998,44.096542,2.163714,10.064372,155.354009,160.132437,189.712902,174.71833,157.553617,159.436856,31.415597,2.911024,3.881016,155.670075,153.684252,158.233726
1626166,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
203901,32.245253,1.266412,8.928792,12.642111,6.549188,14.950735,19.359442,0.808743,7.64324,40.532344,2.631852,13.115542,151.593302,153.015316,161.818177,157.355937,152.247884,152.808317,24.710425,2.251835,5.97423,151.68736,151.096398,152.450277
201593,5.871072,2.659012,4.053934,9.266671,20.117622,31.45886,32.398584,6.2e-05,23.290689,73.007311,4.3e-05,28.313475,180.308189,180.308789,180.312507,180.310622,180.308465,180.308702,40.610221,0.000162,5.022999,180.308228,180.307979,180.308551
